crossref_date,crossref_by,GET_vsn,Source_ID,data_id_code,band_layer_name,in_class_field_name,in_class_value,in_class_description,in_class_description_detail,0,T1.1,T1.2,T1.3,T1.4,T2.1,T2.2,T2.3,T2.4,T2.5,T2.6,T3.1,T3.2,T3.3,T3.4,T4.1,T4.2,T4.3,T4.4,T4.5,T5.1,T5.2,T5.3,T5.4,T5.5,T6.1,T6.2,T6.3,T6.4,T6.5,T7.1,T7.2,T7.3,T7.4,T7.5,S1.1,S1.2,S2.1,SF1.1,SF1.2,SF2.1,SF2.2,SM1.1,SM1.2,SM1.3,TF1.1,TF1.2,TF1.3,TF1.4,TF1.5,TF1.6,TF1.7,F1.1,F1.2,F1.3,F1.4,F1.5,F1.6,F1.7,F2.1,F2.2,F2.3,F2.4,F2.5,F2.6,F2.7,F2.8,F2.9,F2.10,F3.1,F3.2,F3.3,F3.4,F3.5,FM1.1,FM1.2,FM1.3,M1.1,M1.2,M1.3,M1.4,M1.5,M1.6,M1.7,M1.8,M1.9,M1.10,M2.1,M2.2,M2.3,M2.4,M2.5,M3.1,M3.2,M3.3,M3.4,M3.5,M3.6,M3.7,M4.1,M4.2,MT1.1,MT1.2,MT1.3,MT1.4,MT2.1,MT2.2,MT3.1,MFT1.1,MFT1.2,MFT1.3,NA,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L1.1 Eyðimelavist,Sparsely- or un-vegetated habitats on mineral substrates not resulting from recent ice activity,"Extensive, rather dry, rocky highland plains on flat or sloping land. The surface is mostly sand and pumice, but in some places frost hemlocks are widespread. There is a lot of driftwood and sand drift. The overall vegetation cover is very low. Mosses in crevices and in the shelter of rocks, but scabrous lichens and sedges on rocks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L1.2 Grasmelavist,Sparsely- or un-vegetated habitats on mineral substrates not resulting from recent ice activity,"Small, loose, sandy, rather dry scree on flat and sloping land. Sand drifts are common in many places. Vegetation is very low, grassy and sparse. Total vegetation cover is very low but variable, mostly vascular plants.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L1.3 Mosamelavist,Oroboreal Carex bigelowii-Racomitrium moss-heaths,"Semi-vegetated, rocky, sloping moors on hillsides, on eroded ridges and ridges; found from lowlands to mountains where precipitation is abundant but snow cover is low. The ecosystem is characterized by a fairly extensive cover of the mosses lava moors and melagambræ and is also the most vegetated moor ecosystem in the country. However, the cover is patchy, alternating with moss beds, moor patches and sedges. There is some vascular plant cover and lichens are quite prominent. Vegetation is generally very low-growing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L1.4 Víðimelavist,Glacial moraines with very sparse or no vegetation,"Well-vegetated, somewhat rocky, rather dry screes on heaths and in the mountains, especially on land that has begun to grow somewhat. The surface is generally stable and there is little sand drift. Vegetation is very low. The coverage of vascular plants, mosses and organic soil cover is similar, but lichen cover is rather low.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L1.5 Sanda- og vikravist,Volcanic ash and lapilli fields,"Permeable silty and pumice-mixed sands and gravels at the foot of slopes, hills and mountain slopes and in some places on flat land. The surface is very unstable and characterized by uneven silty and pumice sands that are added by weathering. The land is in some places completely rocky in places. The land is sparsely vegetated and mosses dominate. Vegetation is very low.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L3.3 Ljónslappaskriðuvist,Icelandic Achemilla screes,"Steep, very unstable but irregular basalt, tuff and liparite landslides. Total vegetation cover is very low and generally less than in other landslide habitats and in habitats in general. Vegetation is very low, vascular plants are dominant but there is little moss and lichen due to the high movement of the substrate. Vegetation patches and some greenery are mostly found on boulders and solid rocks where there is a break from rock slides.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L3.1 Urðarskriðuvist,Icelandic talus slopes,"Steep, generally stable, very large and rough basalt and liparite landslides and screes. There is some vegetation, mosses at the base, also a little lichen but very little vascular plants. Vegetation is therefore very low-growing. Mossy lava beds characterize most landslides in this category and form wide continuous beds on top of the boulders.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L3.2 Grasvíðiskriðuvist,Icelandic Salix herbacea screes,"Steep, unstable to fairly stable, basalt and tuff landslides. Surface roughness varies greatly, from small boulders to large boulders. Vegetation is very low and the land is sparsely vegetated, with sphagnum mosses dominating.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L4.2 Auravist,Icelandic braided river plains,"Rather dry, gently sloping riverbanks and alluvial plains with glacial channels and tributaries. Surface slightly undulating and shaped by water flow, alternating with well-vegetated channels and bare ridges. Surface rather stable, in some places quite rocky. Land with very low-growing primary vegetation, sphagnum mosses dominant but scattered with vascular plants and lichens.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L4.1 Eyravist,Unvegetated or sparsely vegetated shores,"Wet to dry riverbeds with glacial and glacial channels and meltwater channels. The surface is slightly sloping and rather smooth but unstable due to the presence and encroachment of water. Vegetation cover is very low and the vegetation is very low-growing. Vegetation is denser where the water recedes and encroachment is less, especially the moss Racomitrium ericoides which forms the greatest cover there.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L5.1 Hélumosavist,Boreal moss snowbed communities,"Very well-vegetated land, flat to sloping, dry to clayey, in some places somewhat rocky with a high organic soil content supported by helmoss ( Anthelia juratzkana ). Vegetation cover is variable, alternating with fully vegetated areas and bare ground. Vegetation is very low-growing and shaped by snowdrifts. The cover of vascular plants and especially lichens is small, but the cover of the moss melagambra ( Racomitrium ericoides ) is considerable in some places. The habitat is found mainly in depressions in mountainous areas and on river banks in snowy areas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L5.2 Melagambravist,Icelandic Racomitrium ericoides heaths,"Well-developed to fully vegetated mossy ground on slopes, slopes and on undulating land in rainy or humid areas to the mountains. Vegetation is characterized by the moss melagambra ( Racomitrium ericoides ), which forms a thin to continuous but loose vegetation layer. The organic soil cover is also extensive. The surface is quite rocky but the substrate is uneven; gravel, sand, pumice and tuff. Vegetation is generally very low-growing and sparsely vegetated.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L5.3 Hraungambravist,Moss and lichen fjell fields,"The habitat is characterized by a high cover of lava sphagnum. It is found on hilly ridges, both on heaths and in lowlands, especially where there is little snow. It is generally quite well overgrown and the overall moss cover is high. The cover of vascular plants is considerable and the lichen cover is significant, especially the cover of reindeer sedges, which in many places give the habitat its character. The land is quite rocky in some places and the rocks protrude from the moss. Vegetation is generally very short.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L6.2 Fléttuhraunavist,Icelandic lava field lichen heaths,"Slightly to very well-vegetated, gently sloping apal and helluhava, mostly free of soft sand and pumice on the surface. Vegetation is very low (<5 cm) and is characterized by sphagnum lichens ( Stereocaulon sp.) and organic soil cover (mostly helmoss) which gives the lavas a special appearance. The ecosystem is found both in areas with high rainfall in the south of the country where the mosses melagambi ( Racomitrium ericoides ) and lava sphagnum ( R. lanuginosum ) are prominent in the cover and in drier areas in the north where sphagnum lichens and organic soil cover dominate. Vascular plant cover is sparse.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L6.1 Eyðihraunavist,Barren Icelandic lava fields,"Slightly vegetated, porous lava, from modern times. The lavas are generally low-sloping slab lavas or apal lavas, in some places sand and pumice-rich. Stability is variable and is determined by sand and pumice on the surface. Vegetation cover is variable but generally very low. Vegetation is low-growing primitive vegetation with vascular plants, mosses and lichens having a similar cover.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L6.4 Lynghraunavist,Icelandic lava field shrub heaths,"Very well-vegetated modern lava, usually low-sloping apel or slab lava. Extensive cover of vascular plants, especially heather species, and mosses (lavender moss) and lichens. Surface stability is uneven, vegetation cover is variable and erosion scars are prominent in some places. Vegetation is low.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L6.3 Mosahraunavist,Icelandic lava field moss heaths,"Mossy, porous lava from modern times, slightly sloping, slab-on-grade lava. The surface is generally stable and there is little loose sand or pumice. The total vegetation cover is on average high but varies between well-vegetated depressions and less vegetated lava mounds and ridges. Moss is completely dominant in the vegetation cover, mostly lava beds that characterize the habitat. Vascular plants are sparse and lichens are few. Vegetation is very low-growing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L2.1 Moldavist,Icelandic exposed andic soils,"Lightly to very well-vegetated erosion areas and erosion margins, erosion belts and soils, which are either inflating or regrowing after erosion. The ecosystem usually forms a rather narrow belt between old-vegetated dry land and slightly moist land such as silt and rocks. Closer to the erosion belts, the surface is dry, unstable and very sparsely vegetated. The surface is generally smooth but the slope is uneven. Vegetation cover is very variable. The vegetation, which consists largely of vascular plants, is under great stress due to erosion and erosion. Moss and lichen cover is insignificant.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L7.7 Sjávarkletta- og eyjavist,Atlantic sea-cliff communities,"Very lush grassland and flowerbeds on bird cliffs and islands, heavily influenced by sea salinity and fertilization from seabirds. Vegetation varies depending on the growing site; common sedge, common sedge, etc. species are common on cliffs, but purer grasslands with meadowsweet, field creeping grass and flowering plants on the plains above the shore and the banks. Slopes range from plains to steep slopes. Vegetation is mostly tall, vascular plants dominate but there are few mosses and lichens.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.45,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L7.4 Grashólavist,Northern fixed grey dunes,"Stable, well-vegetated, dry sand dunes, in some places with shallow depressions, above the seashore where sand has accumulated and the land has grown up. The ecosystem has in most cases developed from coastal sedge habitat. Mosses and vascular plants form the main vegetation cover and lichens are found to some extent. Vegetation is medium-high.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L7.6 Gulstararfitjavist,Icelandic Carex lyngbyei salt meadows,"Flat floodplains by the sea overgrown with yellow sedge and other wetland species, at estuaries and major stream margins and above, at the bottom of bays and fjords where the effects of tides and salt water are felt. Very lush land, vascular plants are dominant, mosses are found to some extent but lichens are very few.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L7.3 Strandmelhólavist,Atlantic embryonic dunes,"Small to very well vegetated sand dunes on sea ridges and sands, overgrown with fennel ( Leymus arenarius ) and fescue ( Festuca rubra ssp. richardsonii ). Almost plant-free sand between dunes. Constant movement of sand that accumulates on the sides of the dunes that build up and erode alternately. Land under great stress from wind, sand drifts and sea currents. Vascular plants completely dominant, mosses and lichens are scarcely found.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
Oct 17 2025,Alli Lynn and Tess Harmer,v2.1,245,iinh_iceland_eco_2024,ni_vg25r_3utg,Vistgerð,L7.5 Sjávarfitjungsvist,Atlantic lower shore communities,"Well-vegetated, wetland area on the seashore, at the upper limit of the tide but at or below the high tide limit. The fens are gently sloping, often with fens, puddles and small ponds. The sea flows over the fens during high tide and floods. The ecosystem is therefore strongly influenced by the sea. Vegetation is widely zoned, with sea fen and cat's tongue dominating at the bottom, while meadowsweet and creeping grass take over higher up. Vegetation is rather low-growing and often heavily grazed by geese, swans and sheep. It is characterized by vascular plants, but mosses and lichens are found in very small numbers.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
